,bill_type bill_name bill_ID, missing_votes, Arlen Specter (PA), Barack H. Obama (IL), BarbaraA Mikulski(MD), BarbaraBoxer(CA), Bill Nelson(FL), BlancheL.Lincoln(AR), ByronL.Dorgan(ND), C.SaxbyChambliss(GA), CarlLevin(MI), CharlesE.'Chuck' Grassley(IA), CharlesE.'Chuck'Schumer(NY), CharlesT.'Chuck' Hagel(NE), ChristopherJ.Dodd(CT), ChristopherS.'Kit'Bond(MO), ConradR.Burns(MT), CraigThomas(WY), DanielK.Inouye(HI), DanielKahikinaAkaka(HI), DavidB.Vitter (LA), DebbieAnnStabenow(MI), DianneFeinstein(CA), E. Benjamin'Ben'Nelson(NE), EdwardM.'Ted'Kennedy(MA), ElizabethH.Dole(NC), EvanBayh(IN), FrankR.Lautenberg(NJ), GeorgeFelixAllen(VA), GeorgeV.Voinovich(OH), GordonHaroldSmith(OR), HarryM.Reid(NV), HerbertH.’Herb'Kohl(WI), HillaryRodhamClinton(NY), JamesM.'Jim'Inhofe(OK), JamesM.'Jim'Talent(MO), JamesMerrill'Jim'Jeffords(VT), JeffBingaman(NM), JeffersonB.'Jeff'SessionsIII(AL), JimBunning(KY), JimW.DeMint(SC), JohnCornyn(TX), JohnD.'Jay'RockefellerIV(WV), JohnE.Sununu(NH), JohnEricEnsign(NV), JohnF.'Jack'Reed(RI), JohnForbesKerry(MA), JohnH.'Johnny'Isakson(GA), JohnR.Thune(SD), JohnS.McCain(AZ), JohnW.Warner(VA), JonKyl(AZ), JosephI.Lieberman(CT), JosephR.BidenJr.(DE), JuddA.Gregg(NH), KayBaileyHutchison(TX), KenSalazar(CO), KentConrad(ND), LamarAlexander(TN), LarryE.Craig(ID), Lincoln D. Chafee(RI), LindseyO.Graham(SC), LisaA.Murkowski(AK), MariaCantwell(WA), MarkDayton(MN), MarkPryor(AR), MaryL.Landrieu(LA), MaxS.Baucus(MT), MelMartinez(FL), MichaelB.Enzi(WY), MichaelD.'Mike'Crapo(ID), Michael'Mike'DeWine(OH), MitchMcConnell(KY), NormColeman(MN), OlympiaJ.Snowe(ME), OrrinG.Hatch(UT), PatRoberts(KS), PatrickJ.Leahy(VT), PattyMurray(WA), PaulS.Sarbanes(MD), PeteV.Domenici(NM), RichardC.Shelby(AL), RichardG.Lugar(IN), RichardJ.'Dick'Durbin(IL), RichardJ.'Rick'Santorum(PA), RichardM.Burr(NC), RobertC.Byrd(WV), RobertF.Bennett(UT), RobertMenendez(NJ), RonWyden(OR), RussellD.Feingold (WI), SamuelD.'Sam'Brownback(KS), SusanM.Collins(ME), TedStevens(AK), ThadCochran(MS), ThomasAllen'Tom'Coburn(OK), ThomasRichardCarper(DE), Thomas'Tom'Harkin(IA), TimP.Johnson(SD), TrentLott(MS), WayneA.Allard(CO), WilliamH.'Bill'Frist(TN)
332,Agriculture Issues_Agricultural Appropriations Amendment_2210,32,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,0,-1,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
333,Appropriations_DC/Labor/HHS/Education FY 2000 Appropriations bill_2628,32,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,-1,-1,0,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,0,1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
334,"""Appropriations_Defense Department Appropriations bill, FY2000_2602""",32,1,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,-1,1,0,-1,1,1,-1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,-1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,0,-1,1,1,1,1
335,Appropriations_District of Columbia FY2000 Appropriations bill_2648,32,1,0,1,-1,0,1,-1,0,-1,1,1,-1,1,1,1,-1,1,1,0,0,1,0,1,0,-1,1,0,-1,0,1,-1,0,-1,0,1,1,-1,1,0,0,1,0,0,1,1,0,0,-1,1,1,1,1,1,1,0,-1,0,1,0,0,0,0,0,0,1,-1,0,-1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,0,-1,1,0,1,-1,1,1,1,1,0,0,1,1,1,-1,1
336,"""Appropriations_Veterans Affairs and HUD Appropriations bill, FY 2000_2604""",32,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,-1,1,0,-1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,-1,1,-1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1
337,"""Budget, Spending and Taxes_Congressional Budget resolution FY 2001_2717""",32,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,0,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,-1,-1,1,1,0,-1,0,1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,0,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
338,Business and Consumers_Bankruptcy Reform bill_2657,32,1,0,1,-1,0,1,1,0,1,1,-1,1,-1,1,0,1,1,1,0,0,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,-1,1,0,0,0,1,1,1,1,1,-1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,1,-1,-1,1,1,1,0,0,-1,1,1,1,1
339,Defense_FY 2000 Defense Auth.--Passage_2280,32,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,-1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1
340,Environmental Issues_Nuclear Waste Policy Amendments Act_2664,32,1,0,-1,-1,0,1,-1,0,1,1,-1,1,-1,1,1,1,-1,-1,0,0,-1,0,0,0,-1,-1,0,1,1,-1,1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
341,Executive Branch_Richard Holbrooke for Representative to the UN_2422,32,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,-1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,1,1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,-1,-1,1
342,Health Issues_Off-budget Lockbox Amendment_2806,32,1,0,1,1,0,1,1,0,1,-1,1,-1,1,-1,1,-1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,-1,0,1,1,-1,-1,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,0,1,0,1,0,-1,1,0,0,0,0,0,1,1,0,-1,-1,1,0,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,1,-1,-1,0,0,1,1,-1,-1,-1
343,Health Issues_Social Security and Medicare Surplus Amendment_2807,32,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,0,-1,0,0,-1,0,-1,0,-1,-1,0,1,1,-1,-1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,0,1,0,-1,0,1,1,0,0,0,0,0,-1,-1,0,1,1,1,1,0,1,1,1,0,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,1,1,1,-1,1,0,0,-1,-1,1,1,1
344,"""Immigration_American Competitiveness in the 21st Century Act, 2000_2916""",32,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
345,Social Issues_Puerto Rican Nationals resolution_2536,32,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
346,Appropriations_Agricultural Aid Amendment_2423,33,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,-1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,-1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1
347,Appropriations_Transportation Department FY2000 Appropriations bill_2531,33,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
348,Appropriations_Foreign Operations FY 2001 Appropriations bill_3486,34,1,0,1,1,0,-1,1,0,1,1,1,1,1,1,0,-1,1,0,0,0,0,0,1,0,-1,1,0,-1,1,1,-1,0,1,0,1,1,-1,1,0,0,1,0,0,1,1,0,0,-1,1,-1,0,1,1,1,0,-1,0,-1,1,0,0,0,0,0,-1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,0,1,-1,1,1,1,1,0,0,1,-1,1,-1,0
349,Arts and Humanities_NEA Funding_2418,34,1,0,1,1,0,1,1,0,1,1,1,-1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,-1,0,1,1,-1,-1,0,0,0,0,0,1,1,0,0,-1,1,-1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,1,0,0,1,1,1,0,1
350,"""Budget, Spending and Taxes_Marriage Tax Relief Bill_3522""",34,1,0,-1,0,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,0,-1,0,0,1,0,-1,0,-1,-1,0,-1,1,-1,1,0,1,0,1,-1,1,1,0,0,-1,0,0,-1,0,0,0,1,1,1,-1,1,1,1,0,-1,0,1,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,1,1,-1,0,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
351,Trade Issues_Africa Free Trade bill_2632,34,1,0,1,-1,0,1,-1,0,1,1,1,1,1,1,1,1,0,-1,0,0,1,0,0,0,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,0,0,1,0,0,-1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,-1,1,1,-1,1,-1,1,1,1,1,0,0,-1,1,0,1,-1,1,-1,1,1,0,0,1,1,1,1,1
352,Appropriations_District of Columbia FY2000 Appropriations bill_2530,35,1,0,-1,-1,0,-1,-1,0,-1,1,-1,1,-1,1,1,1,0,-1,0,0,-1,0,0,0,-1,-1,0,1,1,-1,-1,0,1,0,-1,-1,1,1,0,0,-1,0,0,-1,0,0,0,0,1,1,-1,-1,1,1,0,1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
353,Abortion Issues_Fetal Tissue Research Amendment_1432,36,-1,0,-1,-1,0,0,-1,0,-1,1,0,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,-1,-1,-1,0,1,0,-1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,-1,-1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,1,-1,0,-1,1,1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,0,-1,-1,1,-1,-1,-1,0,0,-1,-1,1,1,1
354,Abortion Issues_Late-Term Abortion - Override President's Veto_2043,36,1,0,-1,-1,0,0,1,0,-1,1,0,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,1,1,-1,0,1,0,-1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,-1,0,1,0,1,1,0,-1,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,-1,1,1,0,0,-1,1,1,1,1
355,Abortion Issues_Partial-Birth Abortion bill_1229,36,1,0,-1,-1,0,0,1,0,-1,1,0,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,1,1,-1,0,1,0,-1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,-1,0,1,0,1,1,0,-1,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,-1,1,1,0,0,-1,1,1,1,1
356,Agriculture Issues_Agricultural Research bill_1699,36,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,-1,0,1,1,-1,0,0,0,1,0,0,1,1,0,0,1,1,-1,1,1,-1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
357,Appropriations_Agriculture FY99 Appropriations bill_2108,36,1,0,-1,1,0,0,-1,0,-1,1,0,1,-1,1,-1,-1,-1,-1,0,0,1,0,-1,0,0,-1,0,0,1,-1,-1,0,1,0,1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,-1,-1,-1,-1,1,0,-1,0,1,0,0,0,0,0,0,1,-1,0,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,-1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
358,"""Appropriations_Appropriations bill FY2000, Treasury, Postal Service_2533""",36,1,0,1,1,0,-1,1,0,1,1,-1,1,1,1,-1,-1,0,1,0,0,1,0,0,0,-1,1,0,1,1,1,1,0,-1,0,1,-1,-1,-1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,-1,0,1,0,1,0,0,0,0,0,0,1,-1,0,-1,1,-1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,-1,0,1,1,0,-1,-1,-1,-1,1,0,0,0,1,1,1,-1,-1
359,"""Appropriations_Appropriations bill FY98, Treasury, Postal Service_1466""",36,-1,0,1,-1,0,0,1,0,1,-1,0,1,-1,-1,-1,-1,1,1,0,0,1,0,1,0,0,-1,0,0,1,-1,1,0,1,0,1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,1,-1,1,1,-1,1,0,1,0,1,0,0,0,0,0,0,1,-1,0,-1,0,-1,1,0,-1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,1,0,-1,-1,-1,-1,1,1,0,0,1,-1,1,-1,-1
360,Appropriations_FY 1999 VA-HUD Appropriations_2114,36,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,-1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
361,Appropriations_Marriage Penalty Bill_1857,36,-1,0,1,1,0,0,1,0,1,-1,0,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,0,1,0,0,-1,1,1,0,-1,0,-1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
362,Appropriations_Transportation Department FY2000 Appropriations bill_2564,36,1,0,1,1,0,1,1,0,1,1,1,-1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,-1,0,1,0,0,0,0,0,0,1,1,0,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
363,"""Budget, Spending and Taxes_Balanced Budget amendment_1169""",36,1,0,-1,-1,0,0,-1,0,-1,1,0,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,1,-1,1,0,1,0,1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,1,1,1,0,-1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,1,-1,1,1,1
364,"""Budget, Spending and Taxes_Budget Deficit Amendment_1236""",36,1,0,1,1,0,0,1,0,1,-1,0,-1,1,1,-1,-1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,-1,0,-1,0,-1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,-1,0,1,1,0,-1,-1,-1,1,1,-1,0,0,1,1,-1,-1,-1
365,"""Budget, Spending and Taxes_Budget Reconciliation bill_1327""",36,1,0,-1,-1,0,0,-1,0,-1,1,0,1,-1,1,1,1,-1,-1,0,0,1,0,-1,0,0,-1,0,0,1,-1,1,0,1,0,1,-1,1,0,0,0,1,0,0,-1,-1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,1,0,1,1,1,1,1,1,0,0,-1,-1,1,1,1
366,"""Budget, Spending and Taxes_Budget Reconciliation bill_1392""",36,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,-1,0,1,1,-1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,-1,1
367,"""Budget, Spending and Taxes_Budget Reconciliation Bill_1394""",36,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1
368,"""Budget, Spending and Taxes_Budget Resolution FY1999-2000_1240""",36,-1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,-1,1,1,0,0,1,0,-1,0,0,1,0,0,1,1,1,0,-1,0,1,1,1,0,0,0,1,0,0,-1,-1,0,0,1,1,-1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,-1,0,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,-1,1
369,"""Budget, Spending and Taxes_Personal Retirement Accounts Amendment_1617""",36,1,0,-1,-1,0,0,-1,0,-1,1,0,1,-1,-1,1,1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,1,-1,-1,0,1,0,-1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,0,0,-1,-1,1,1,1
370,"""Budget, Spending and Taxes_School Modernization Amendment_1620""",36,-1,0,-1,-1,0,0,-1,0,-1,1,0,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,1,-1,-1,0,1,0,1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
371,Campaign Finance and Election Issues_Federal Election Commission term length_1860,36,-1,0,1,1,0,0,1,0,1,-1,0,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,0,1,0,0,-1,1,1,0,-1,0,-1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
372,Civil Liberties_Phone Recording Amendment_1896,36,-1,0,1,1,0,0,1,0,1,-1,0,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,0,1,0,0,-1,1,1,0,-1,0,1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
373,Crime Issues_Violent Crime Victims Amendment_1279,36,-1,0,-1,-1,0,0,-1,0,-1,1,0,1,-1,1,1,1,-1,-1,0,0,-1,0,-1,0,0,-1,0,0,1,-1,-1,0,1,0,-1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,0,0,-1,-1,1,1,1
374,Defense_American Missile Protection bill_2035,36,1,0,-1,-1,0,0,-1,0,-1,1,0,1,-1,1,1,1,1,1,0,0,-1,0,-1,0,0,-1,0,0,1,-1,-1,0,1,0,1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,1,1,1,1,-1,1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,1,0,1,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,0,0,-1,-1,1,1,1
375,Defense_Defense Department FY98-99 Authorization bill_1523,36,1,0,1,-1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,-1,0,1,0,0,1,0,0,1,1,-1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,-1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,-1,1,0,0,1,1,1,1,1
376,Defense_Defense Department FY99 Authorization bill_2095,36,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1
377,Defense_Intelligence Appropriations Declassification amendment_1300,36,1,0,1,1,0,0,1,0,1,-1,0,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,0,1,0,0,-1,1,1,0,-1,0,-1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
378,Education_Education Funding Amendment_1435,36,1,0,1,1,0,0,1,0,1,-1,0,-1,1,-1,-1,-1,1,1,0,0,1,0,1,0,0,1,0,0,-1,1,1,0,-1,0,1,1,-1,0,0,0,1,0,0,1,1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1
379,Education_Training Programs bill_1685,36,1,0,1,1,0,0,1,0,1,1,0,1,1,-1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,-1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,1,-1,1,1,1,0,0,1,1,1,-1,1
380,Executive Branch_Secretary of Energy Nomination_1175,36,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
381,Foreign Aid and Policy Issues_Chemical Weapons Convention bill_1212,36,1,0,1,1,0,0,1,0,1,-1,0,1,1,-1,-1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,-1,0,1,1,-1,0,0,0,1,0,0,1,1,0,0,1,1,-1,1,1,1,-1,0,1,0,-1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1,0,1,1,-1,1,1,1,0,0,1,1,1,-1,1
